type_name,time_seconds,team_id,player_id,outcome,timestamp,minute,second,qualifier,period_id,team,game_id,start_x,start_y,position,related_x,related_y,related_id
Play_Pass,1300.258,DFL-CLU-00000Q,DFL-OBJ-00286X,,2022-09-10 21:55:26.068000+02:00,21.0,40.0,"{'PlayAngle': '308.96', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000Q', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1071', 'Height': 'flat', 'Player': 'DFL-OBJ-00286X', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-0026ZT', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Away,DFL-MAT-J03WOY,91.9399856,18.42,IVL,72.9900648,12.5899496,DFL-OBJ-0026ZT
Play_Pass,1308.009,DFL-CLU-00000Q,DFL-OBJ-0026ZT,,2022-09-10 21:55:33.819000+02:00,21.0,48.0,"{'PlayAngle': '49.51', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000Q', 'PlayOrigin': 'oppositionHalf', 'BallPossessionPhase': '1072', 'Height': 'high', 'Player': 'DFL-OBJ-0026ZT', 'SemiField': 'false', 'Evaluation': 'unsuccessful', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-002G5J', 'Distance': 'long', 'FlatCross': 'false', 'FreeKickLayup': 'false', 'Direction': 'diagonalBall'}",2,Away,DFL-MAT-J03WOY,56.3999352,3.2299820000000006,DLM,55.4299244,8.309953199999999,DFL-OBJ-002G5J
OtherBallAction,1309.321,DFL-CLU-00000P,DFL-OBJ-002G5J,,2022-09-10 21:55:35.131000+02:00,21.0,49.0,"{'Team': 'DFL-CLU-00000P', 'BallPossessionPhase': '1073', 'Player': 'DFL-OBJ-002G5J'}",2,Home,DFL-MAT-J03WOY,49.7999952,3.4799972000000006,ZO,,,
TacklingGame,1310.129,DFL-CLU-00000Q,DFL-OBJ-0026ZT,1.0,2022-09-10 21:55:35.939000+02:00,21.0,50.0,"{'GoalKeeperInvolved': 'false', 'WinnerTeam': 'DFL-CLU-00000P', 'LoserRole': 'withBallControl', 'Winner': 'DFL-OBJ-002G5J', 'WinnerResult': 'layoff', 'WinnerRole': 'withoutBallControl', 'Loser': 'DFL-OBJ-0026ZT', 'LoserTeam': 'DFL-CLU-00000Q', 'PossessionChange': 'false', 'Type': 'ground'}",2,Away,DFL-MAT-J03WOY,48.7699712,3.850018000000001,DLM,48.1599856,3.0100036000000014,DFL-OBJ-002G5J
Play_Pass,1312.345,DFL-CLU-00000P,DFL-OBJ-002GMO,,2022-09-10 21:55:38.155000+02:00,21.0,52.0,"{'PlayAngle': '352.12', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1075', 'Height': 'high', 'Player': 'DFL-OBJ-002GMO', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-002GM1', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Home,DFL-MAT-J03WOY,25.229994,23.799964,IVR,42.940036,35.220072,DFL-OBJ-002GM1
Play_Pass,1313.818,DFL-CLU-00000P,DFL-OBJ-002GM1,,2022-09-10 21:55:39.628000+02:00,21.0,53.0,"{'PlayAngle': '189.46', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1076', 'Height': 'flat', 'Player': 'DFL-OBJ-002GM1', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-00028V', 'Distance': 'short', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Home,DFL-MAT-J03WOY,42.0499928,29.149870399999998,OLM,37.1700144,17.9000792,DFL-OBJ-00028V
Delete,1317.113,,,,2022-09-10 21:55:42.923000+02:00,21.0,57.0,{},2,Home,DFL-MAT-J03WOY,,,,,,
Delete,1317.113,,,,2022-09-10 21:55:42.923000+02:00,21.0,57.0,{},2,Away,DFL-MAT-J03WOY,,,,,,
Play_Pass,1317.922,DFL-CLU-00000P,DFL-OBJ-00028V,,2022-09-10 21:55:43.732000+02:00,21.0,57.0,"{'PlayAngle': '296.07', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1077', 'Height': 'high', 'Player': 'DFL-OBJ-00028V', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-J01H9X', 'Distance': 'short', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Home,DFL-MAT-J03WOY,44.52002159999999,18.449994399999998,DMR,48.200013600000005,30.079995999999998,DFL-OBJ-J01H9X
TacklingGame,1320.042,DFL-CLU-00000P,DFL-OBJ-J01H9X,0.0,2022-09-10 21:55:45.852000+02:00,22.0,0.0,"{'GoalKeeperInvolved': 'false', 'WinnerTeam': 'DFL-CLU-00000P', 'LoserRole': 'withoutBallControl', 'Winner': 'DFL-OBJ-J01H9X', 'WinnerResult': 'ballControlRetained', 'WinnerRole': 'withBallControl', 'Loser': 'DFL-OBJ-0025BB', 'LoserTeam': 'DFL-CLU-00000Q', 'PossessionChange': 'false', 'Type': 'ground'}",2,Home,DFL-MAT-J03WOY,57.2000168,28.439996,DML,56.010019199999995,25.7500064,DFL-OBJ-0025BB
Play_Pass,1320.994,DFL-CLU-00000P,DFL-OBJ-J01H9X,,2022-09-10 21:55:46.804000+02:00,22.0,0.0,"{'PlayAngle': '68.25', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'oppositionHalf', 'BallPossessionPhase': '1079', 'Height': 'flat', 'Player': 'DFL-OBJ-J01H9X', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-002FXT', 'Distance': 'short', 'FlatCross': 'false', 'FreeKickLayup': 'false', 'Direction': 'diagonalBall'}",2,Home,DFL-MAT-J03WOY,62.5899544,26.8400216,DML,62.2099832,24.150002399999998,DFL-OBJ-002FXT
Play_Pass,1322.219,DFL-CLU-00000P,DFL-OBJ-002FXT,,2022-09-10 21:55:48.029000+02:00,22.0,2.0,"{'PlayAngle': '17.60', 'PenaltyBox': 'true', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'oppositionHalf', 'BallPossessionPhase': '1081', 'Height': 'flat', 'Player': 'DFL-OBJ-002FXT', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-0000F8', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false', 'Direction': 'diagonalBall'}",2,Home,DFL-MAT-J03WOY,64.820076,23.989992400000002,STZ,71.480114,10.200114,DFL-OBJ-0000F8
Play_Pass,1327.01,DFL-CLU-00000P,DFL-OBJ-0000F8,,2022-09-10 21:55:52.820000+02:00,22.0,7.0,"{'PlayAngle': '211.15', 'PenaltyBox': 'true', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'oppositionHalf', 'BallPossessionPhase': '1082', 'Height': 'flat', 'Player': 'DFL-OBJ-0000F8', 'SemiField': 'false', 'Evaluation': 'unsuccessful', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-J0196K', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false', 'Direction': 'backPass'}",2,Home,DFL-MAT-J03WOY,101.67002000000001,11.51998,ORM,82.00008,23.669964,DFL-OBJ-J0196K
